OGC_FID,OSM_ID,OSM_WAY_ID,NAME,TYPE,AEROWAY,AMENITY,ADMIN_LEVE,BARRIER,BOUNDARY,BUILDING,CRAFT,GEOLOGICAL,HISTORIC,LAND_AREA,LANDUSE,LEISURE,MAN_MADE,MILITARY,NATURAL,OFFICE,PLACE,SHOP,SPORT,TOURISM,OTHER_TAGS
2419,,228191374,Goldhunga Orchid Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""225"", ""building_count""=>""1"", ""personnel:count""=>""16"""
2420,,228193910,Purano Guheshwori Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""425"", ""building_count""=>""5"", ""personnel:count""=>""21"""
2421,,228194659,Laligurans,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""1"", ""personnel:count""=>""22"""
2422,,228195402,Sacred Heart School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""600"", ""building_count""=>""3"", ""personnel:count""=>""40"""
2423,,228197368,Gram Sewa Higher Secondary School and College,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""government"", ""student:count""=>""400"", ""building_count""=>""5"", ""personnel:count""=>""27"""
2424,,228336934,Dharma Vidyashram,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""92"", ""building_count""=>""2"", ""personnel:count""=>""5"""
2425,,228336935,Guiness Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""2"", ""personnel:count""=>""24"""
2426,,228337291,Milan Dharmasthali School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""310"", ""building_count""=>""5"", ""personnel:count""=>""20"""
2427,,228349760,Mega International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""150"", ""building_count""=>""2"", ""personnel:count""=>""15"""
2568,,258896714,,,,school,,,,yes,,,,,,,,,,,,,,,
2428,,228366180,Bhubaneswor Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""building_count""=>""3"""
2429,,228366182,Shree Bair Mahadev Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""90"", ""building_count""=>""3"", ""personnel:count""=>""7"""
2430,,228482559,Shree Baghdwar Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""10"", ""building_count""=>""1"", ""personnel:count""=>""40"""
2431,,228483123,Shree Bhimdev Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""45"", ""building_count""=>""2"", ""personnel:count""=>""11"""
2432,,228483628,Shree Tarevir Primary School,,,school,,,,school,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""gabled"", ""shape:plan""=>""narrow_long"", ""start_date""=>""1990-2000"", ""isced:level""=>""primary"", ""occupant:day""=>""85"", ""operator:type""=>""government"", ""roof:material""=>""metal"", ""student:count""=>""80"", ""building:bay:x""=>""6"", ""buil"
2433,,228484986,Galaxy Public School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""1900"", ""building_count""=>""12"", ""personnel:count""=>""230"""
2434,,228497416,Shine Model School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""45"""
2435,,228646206,Padma Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""1700"", ""building_count""=>""6"", ""personnel:count""=>""150"""
2436,,228646745,Prerana Mahila Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""550"", ""building_count""=>""2"", ""personnel:count""=>""30"""
2437,,228648043,Future Star High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""762"", ""building_count""=>""4"", ""personnel:count""=>""57"""
2438,,228661941,Euro Kids,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""75"", ""building_count""=>""2"", ""personnel:count""=>""9"""
2439,,228661942,Jana Bikash Ucchha Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""300"", ""building_count""=>""3"", ""personnel:count""=>""21"""
2440,,228661943,Paradise School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""3"""
2441,,228661944,Paribodh Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""600"", ""building_count""=>""2"", ""personnel:count""=>""32"""
2442,,228661953,West Kids Montessori,,,school,,,,school,,,,,,,,,,,,,,,"""operator""=>""West Kids Montessori"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""multiprojected"", ""start_date""=>""2000-2013"", ""isced:level""=>""primary"", ""occupant:day""=>""53"", ""operator:type""=>""private"", ""roof:material""=>""concrete"", ""student:count"
2443,,228775614,Nawa Kshitiz Montessori,,,kindergarten,,,,kindergarten,,,,,,,,,,,,,,,"""oid""=>""1"", ""operator""=>""Nawa Kshitiz Montessori"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""rectangular"", ""start_date""=>""2000-2013"", ""column:size""=>""9x9"", ""isced:level""=>""kindergarten"", ""occupant:day""=>""7"", ""operator:type""=>""private"", ""roof"
2444,,228778525,Chhunumunu Montessori School,,,kindergarten,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""60"", ""building_count""=>""1"", ""personnel:count""=>""8"""
2445,,229032302,Chitra Kumari Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""84"", ""building_count""=>""2"", ""personnel:count""=>""8"""
2446,,229032304,Ganesh Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""200"", ""building_count""=>""4"", ""personnel:count""=>""19"""
2447,,229032886,Chandidevi Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""211"", ""building_count""=>""3"", ""personnel:count""=>""8"""
2448,,229033095,Chotidada Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""50"", ""building_count""=>""2"", ""personnel:count""=>""3"""
2449,,229033446,Nag Dhan Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""25"", ""building_count""=>""1"", ""personnel:count""=>""4"""
2450,,229033984,Bal Kumari Ni. Ma. Vi.,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""4"", ""building_count""=>""2"", ""personnel:count""=>""30"""
2451,,229033985,Dudeshori Durga Pra. Vi.,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""25"", ""building_count""=>""2"", ""personnel:count""=>""4"""
2452,,229033986,Ghusel Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""250"", ""building_count""=>""4"", ""personnel:count""=>""18"""
2453,,229033987,Okhor Bhanjyang Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""building_count""=>""2"""
2454,,229034546,Jwala Devi Primary School,,,school,,,,school,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""gabled"", ""shape:plan""=>""rectangular"", ""start_date""=>""2000-2013"", ""isced:level""=>""primary"", ""operator:type""=>""government"", ""roof:material""=>""metal"", ""building:bay:x""=>""4"", ""building:bay:y""=>""1"", ""building_count""=>""1"", ""bui"
2455,,229034547,Mahankal Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""80"", ""building_count""=>""2"", ""personnel:count""=>""7"""
2456,,229035203,Bashuki School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""188"", ""building_count""=>""4"", ""personnel:count""=>""17"""
2457,,229035204,Kali Devi Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""172"", ""building_count""=>""4"", ""personnel:count""=>""10"""
2458,,229035205,Shree Tulasa Devi Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""25"", ""building_count""=>""2"", ""personnel:count""=>""5"""
2459,,229035429,Shree Chapakharka Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""32"", ""building_count""=>""2"", ""personnel:count""=>""4"""
2460,,229039661,Shrikharpur Community School,,,school,,,,school,,,,,,,,,,,,,,,"""oid""=>""1"", ""operator""=>""Shrikharpur Community School"", ""retrofit""=>""no"", ""roof:shape""=>""gabled"", ""shape:plan""=>""rectangular"", ""start_date""=>""1990-2000"", ""column:size""=>""9x9"", ""isced:level""=>""secondary"", ""occupant:day""=>""569"", ""operator:type""=>""community"
2461,,229132274,KMC School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""1200"", ""building_count""=>""9"", ""personnel:count""=>""150"""
2462,,229132277,Kuleshwor Awas Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""800"", ""building_count""=>""7"", ""personnel:count""=>""52"""
2463,,229134564,AVM High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""2000"", ""building_count""=>""9"", ""personnel:count""=>""150"""
2464,,229138293,Bhadrakali H. S. School,,,school,,,,yes,,,,,,,,,,,,,,,"""operator""=>""public school"", ""addr:street""=>""pokhara"", ""designation""=>""School"", ""addr:postcode""=>""kundahar- 13, pokhara"", ""addr:housename""=>""Bhadrakali school"""
2465,,229143708,Rastriya Bal Sikshya,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""284"", ""building_count""=>""2"", ""personnel:count""=>""17"""
2466,,229144315,Educational Environment,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""60"", ""building_count""=>""2"", ""personnel:count""=>""10"""
2467,,229145791,Mamta Rani Vidyalaya,,,school,,,,school,,,,,,,,,,,,,,,"""oid""=>""1"", ""operator""=>""Mamta Rani Vidyalaya"", ""retrofit""=>""no"", ""roof:shape""=>""flat;gabled"", ""shape:plan""=>""rectangular"", ""start_date""=>""1990-2000"", ""column:size""=>""12x12"", ""isced:level""=>""primary"", ""occupant:day""=>""100"", ""operator:type""=>""community"","
2468,,229145792,New Life Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""70"", ""building_count""=>""3"", ""personnel:count""=>""26"""
2469,,229260887,Khagendra New Life Special Education Secondary School,,,school,,,,school,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""narrow_long"", ""start_date""=>""1960-1990"", ""isced:level""=>""secondary"", ""occupant:day""=>""225"", ""operator:type""=>""government"", ""roof:material""=>""metal"", ""student:count""=>""200"", ""building:bay:x""=>""5"", ""bu"
2470,,229261891,Young Hearts Boarding High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""306"", ""building_count""=>""2"", ""personnel:count""=>""30"""
2471,,229262874,Golden Rays Academic Foundation,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01 4330817"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""26"""
2472,,229262875,Honour International School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01 4330932"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""245"", ""building_count""=>""4"", ""personnel:count""=>""30"""
2473,,229277121,Kathmandu School of Law,,,college,,,,,,,,,,,,,,,,,,,"""addr:housename""=>""Dadhikot, Bhaktpur"""
2474,,229959118,Green Lawns Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""550"", ""building_count""=>""3"", ""personnel:count""=>""40"""
2475,,229959119,Gyandeep Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""240"", ""building_count""=>""2"", ""personnel:count""=>""22"""
2476,,229959120,Nepal Engineering College (PU),,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""257"", ""building_count""=>""1"", ""personnel:count""=>""28"""
2477,,229959122,United Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""1539"", ""building_count""=>""15"", ""personnel:count""=>""191"""
2478,,230171639,Advanced Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""3"", ""personnel:count""=>""22"""
2479,,230299614,SOS Herman Village School,,,school,,,,,,,,,,,,,grass,,,,,,
2480,,230423018,Himalaya College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""2"""
2481,,230577566,Shree Kushadevi Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,
2482,,231047941,Shree Bal Uddhar Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""400"", ""building_count""=>""1"", ""personnel:count""=>""20"""
2483,,231048032,Shree Ugratara Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""150"", ""building_count""=>""5"", ""personnel:count""=>""15"""
2484,,231048900,Shree Bandevi Lower Sec. School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""212"", ""building_count""=>""4"", ""personnel:count""=>""12"""
2485,,231049690,Nepal Medical College and Teaching Hospital,,,college,,,,college,,,,,,,,,,,,,,,"""operator""=>""Nepal Medical College and Teaching Hospital"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""multiprojected"", ""start_date""=>""1990-2000"", ""column:size""=>""16x16"", ""isced:level""=>""college"", ""occupant:day""=>""715"", ""operator:type""=>""priva"
2486,,231658974,Sramik Bal Bigyan Lower Secondary Community School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""community"", ""student:count""=>""274"", ""building_count""=>""3"", ""personnel:count""=>""15"""
2487,,231835213,Amrit Science Campus,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""government"", ""student:count""=>""2100"", ""building_count""=>""2"", ""personnel:count""=>""115"""
2488,,231980375,Little Angel's School,,,school,,,,,,,,,,,,,,,,,,,"""alt_name""=>""LA School"", ""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""6000"", ""building_count""=>""27"", ""personnel:count""=>""400"""
2489,,233337755,Chitlang Ma Vi,,,school,,,,,,,,,,,,,,,,,,,
2490,,234023629,shree rastira rotary school,,,school,,,,yes,,,,,,,,,,,,,,,
2491,,234106906,Sagarmatha Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,
2492,,234141704,bijauna ko rotary,,,school,,,,yes,,,,,,,,,,,,,,,
2493,,234752858,shree krishna secondary school,,,school,,,,,,,,,,,,,,,,,,,"""operator""=>""public school"", ""addr:city""=>""pokhara"", ""addr:street""=>""masbar"", ""addr:postcode""=>""061"", ""addr:housename""=>""Shree Krishna School"", ""addr:housenumber""=>""7"""
2494,,234756268,kundahar primary school,,,school,,,,yes,,,,,,,,,,,,,,,"""operator""=>""public school"", ""addr:city""=>""pokhara"", ""addr:street""=>""kundahar"", ""addr:housename""=>""kundahar"", ""addr:housenumber""=>""10"""
2495,,234757152,ratna school,,,school,,,,yes,,,,,,,,,,,,,,,"""operator""=>""public school"", ""addr:city""=>""pokhara"", ""addr:street""=>""Pokhara Baglung Rajmarg"", ""addr:housename""=>""kaseri"", ""addr:housenumber""=>""1"""
2496,,235577524,Kalinchowk Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,
2497,,236275507,Pokhara Academy (Primary Level),,,school,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""pokhara"", ""addr:street""=>""Batulechaur - 16"""
